filename,energy
ABEYIR_w_CO2_4_relaxed.cif,-0.3917364500000531
ABEYIR_w_CO2_5_relaxed.cif,-0.4026674700000967
ABEYIR_w_CO2_6_relaxed.cif,-0.4001699800001006
ABEYIR_w_CO2_random_1_relaxed.cif,-0.37266532000012376
ABEYIR_w_CO2_random_2_relaxed.cif,-0.404564339999979
ABIXOZ_w_CO2_1_relaxed.cif,3.3638959000001023
ABIXOZ_w_CO2_2_relaxed.cif,3.461990040000046
ABIXOZ_w_CO2_3_relaxed.cif,3.5414025100001254
ABIXOZ_w_CO2_random_1_relaxed.cif,3.241679290000093
ABIXOZ_w_CO2_random_2_relaxed.cif,3.6075543100000687
ABULOB_w_CO2_1_relaxed.cif,0.22035705999985566
ABULOB_w_CO2_2_relaxed.cif,0.29203562999998667
ABULOB_w_CO2_3_relaxed.cif,-0.36908334000008836
ABULOB_w_CO2_4_relaxed.cif,0.16917330999990554
ABULOB_w_CO2_5_relaxed.cif,0.24069130999987465
ABULOB_w_CO2_random_1_relaxed.cif,0.19059060999995836
ABULOB_w_CO2_random_2_relaxed.cif,0.2666359800000464
ABUWOJ_w_CO2_1_relaxed.cif,-0.42015757000012854
ABUWOJ_w_CO2_2_relaxed.cif,-0.3859598399999413
ABUWOJ_w_CO2_3_relaxed.cif,-0.3111694700000953
ABUWOJ_w_CO2_4_relaxed.cif,-0.38384846999997535
ABUWOJ_w_CO2_random_1_relaxed.cif,-0.359579930000109
ABUWOJ_w_CO2_random_2_relaxed.cif,-0.22582641000008152
ac403674p_si_001_w_CO2_1_relaxed.cif,-0.18319891999999527
ac403674p_si_001_w_CO2_2_relaxed.cif,-0.06328329000007216
ac403674p_si_001_w_CO2_3_relaxed.cif,-0.21618669000008595
ac403674p_si_001_w_CO2_random_1_relaxed.cif,-0.05362858000012238
ac403674p_si_001_w_CO2_random_2_relaxed.cif,-0.07545479999998861
ACAJIY_w_CO2_1_relaxed.cif,-0.28124122999952306
ACAJIY_w_CO2_2_relaxed.cif,-0.34071143000028314
ACAJIY_w_CO2_3_relaxed.cif,-0.3276675500001147
ACAJIY_w_CO2_4_relaxed.cif,-0.3131120899997768
ACAJIY_w_CO2_5_relaxed.cif,-0.1704173999996783
ACAJIY_w_CO2_random_1_relaxed.cif,-0.33893922000015664
ACAJIY_w_CO2_random_2_relaxed.cif,-0.3478869999999006
ACAJIZ_w_CO2_1_relaxed.cif,-0.5094804699999713
ACAJIZ_w_CO2_2_relaxed.cif,-0.5385351100001117
ACAJIZ_w_CO2_3_relaxed.cif,-0.5348341100002472
ACAJIZ_w_CO2_4_relaxed.cif,-0.452151300000196
ACAJIZ_w_CO2_random_1_relaxed.cif,-0.2550806500003091
ACAJIZ_w_CO2_random_2_relaxed.cif,-0.47466101000009076
ACAJOF_w_CO2_1_relaxed.cif,-0.14371618000018316
ACAJOF_w_CO2_2_relaxed.cif,-0.37809091000008266
ACAJOF_w_CO2_3_relaxed.cif,-0.18416237000042202
ACAJOF_w_CO2_4_relaxed.cif,-0.08302448000017648
ACAJOF_w_CO2_random_1_relaxed.cif,-0.37577561000011883
ACAJOF_w_CO2_random_2_relaxed.cif,-0.32784465999998247
ACIBOE_w_CO2_1_relaxed.cif,-0.3066812200002005
ACIBOE_w_CO2_2_relaxed.cif,-0.21244528000011087
ACIBOE_w_CO2_3_relaxed.cif,-0.13347179000015785
ACIBOE_w_CO2_random_1_relaxed.cif,-0.13490679000005912
ACIBOE_w_CO2_random_2_relaxed.cif,-0.20501929000010932
ACODON_w_CO2_1_relaxed.cif,-0.25679736000006415
ACODON_w_CO2_2_relaxed.cif,-0.2353331699998762
ACODON_w_CO2_3_relaxed.cif,-0.2193509900000663
ACODON_w_CO2_4_relaxed.cif,-0.14172110000004068
ACODON_w_CO2_random_1_relaxed.cif,-0.18298609000021315
ACODON_w_CO2_random_2_relaxed.cif,-0.2403601199998775
ACOGAB_w_CO2_1_relaxed.cif,-0.27798675999997613
ACOGAB_w_CO2_2_relaxed.cif,-0.21434156999998777
ACOGAB_w_CO2_3_relaxed.cif,-0.1024514900000213
ACOGAB_w_CO2_4_relaxed.cif,-0.25805511999988084
ACOGAB_w_CO2_5_relaxed.cif,-0.13512141000001066
ACOGAB_w_CO2_random_1_relaxed.cif,-0.29041557000005014
ACOGAB_w_CO2_random_2_relaxed.cif,-0.2998457999999573
ACOGEF_w_CO2_1_relaxed.cif,-0.3797437499999887
ACOGEF_w_CO2_2_relaxed.cif,-0.40319685000008576
ACOGEF_w_CO2_3_relaxed.cif,-0.3965201599999091
ACOGEF_w_CO2_4_relaxed.cif,-0.37942522999992434
ACOGEF_w_CO2_5_relaxed.cif,-0.34320490999994036
ACOGEF_w_CO2_random_1_relaxed.cif,-0.3549284399998669
ACOGEF_w_CO2_random_2_relaxed.cif,-0.28281693999997515
ACOLIP_w_CO2_1_relaxed.cif,-0.4301247199999807
ACOLIP_w_CO2_2_relaxed.cif,-0.4566336499999579
ACOLIP_w_CO2_3_relaxed.cif,-0.4322507599999881
ACOLIP_w_CO2_4_relaxed.cif,-0.40239810999992187
ACOLIP_w_CO2_5_relaxed.cif,-0.4405577100000073
ACOLIP_w_CO2_random_1_relaxed.cif,-0.4516658299999108
ACOLIP_w_CO2_random_2_relaxed.cif,-0.26760423999996874
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_1_relaxed.cif,-0.18171848000019963
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_2_relaxed.cif,-0.15945514000009098
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_3_relaxed.cif,-0.178847080000196
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_4_relaxed.cif,-0.18309227000008832
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_5_relaxed.cif,-0.1866664900003343
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_random_1_relaxed.cif,-0.18589574000020548
acs.cgd.5b01686_WAHFUJ1434675_w_CO2_random_2_relaxed.cif,-0.13789683000004516
acs.chemrev.6b00346_cr6b00346_si_001_w_CO2_1_relaxed.cif,-0.044647339999755786
acs.chemrev.6b00346_cr6b00346_si_001_w_CO2_2_relaxed.cif,-0.1332798000000821
acs.chemrev.6b00346_cr6b00346_si_001_w_CO2_random_1_relaxed.cif,-0.03730577000010271
acs.chemrev.6b00346_cr6b00346_si_001_w_CO2_random_2_relaxed.cif,-0.037704910000229575
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_1_relaxed.cif,-0.7001350400000774
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_2_relaxed.cif,-0.6257619400000749
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_3_relaxed.cif,-0.22153653999998824
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_4_relaxed.cif,-0.14631635000000642
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_5_relaxed.cif,-0.1162063599999783
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_random_1_relaxed.cif,-0.16038016000015887
acs.inorgchem.5b02108_ic5b02108_si_002_w_CO2_random_2_relaxed.cif,-0.1935769199999413
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2_1_relaxed.cif,-0.08095815000024231
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2_2_relaxed.cif,-0.07661234000011063
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2_4_relaxed.cif,-0.08073168000032638
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2_5_relaxed.cif,0.04687978999959341
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2_random_1_relaxed.cif,0.008291499999586449
acs.inorgchem.5b02973_ic5b02973_si_002_w_CO2_random_2_relaxed.cif,-0.09026211000013973
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_1_relaxed.cif,-0.4760803499998474
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_2_relaxed.cif,-0.4678849000001719
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_3_relaxed.cif,-0.2941737099999955
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_4_relaxed.cif,-0.5515497800001867
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_5_relaxed.cif,-0.3975352800002838
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_6_relaxed.cif,-0.4940143100000114
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_random_1_relaxed.cif,-0.467675139999983
acs.inorgchem.6b00433_ic6b00433_si_002_w_CO2_random_2_relaxed.cif,-0.4898977200002719
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_1_relaxed.cif,-0.3756678400000055
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_2_relaxed.cif,-0.4364425100002336
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_3_relaxed.cif,-0.4467376399998102
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_4_relaxed.cif,-0.4645490799998697
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_5_relaxed.cif,-0.30723651000016616
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_random_1_relaxed.cif,-0.3332760700000108
acs.inorgchem.6b02407_ic6b02407_si_003_w_CO2_random_2_relaxed.cif,-0.4305450400006521
acs.inorgchem.6b02514_ic6b02514_si_002_w_CO2_random_1_relaxed.cif,0.2562129499998491
acs.inorgchem.6b02514_ic6b02514_si_002_w_CO2_random_2_relaxed.cif,0.2548905400000194
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_1_relaxed.cif,0.014353719999689929
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_2_relaxed.cif,-0.32528154000010545
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_3_relaxed.cif,-0.2953402000002825
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_4_relaxed.cif,-0.2956154900000456
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_5_relaxed.cif,-0.3183982600003219
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_random_1_relaxed.cif,0.04338087999963136
acs.jchemed.6b00258_ed6b00258_si_005_w_CO2_random_2_relaxed.cif,-0.2656142300004376
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2_1_relaxed.cif,-0.2577948500002094
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2_2_relaxed.cif,-0.20789969000020392
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2_3_relaxed.cif,-0.1704793400001563
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2_4_relaxed.cif,-0.15936710000005405
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2_random_1_relaxed.cif,-0.2585630600001423
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_w_CO2_random_2_relaxed.cif,-0.1913482700001623
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_w_CO2_1_relaxed.cif,-0.16386340000008204
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_w_CO2_2_relaxed.cif,-0.07770518999996057
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_w_CO2_random_1_relaxed.cif,-0.07575800999984494
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_w_CO2_random_2_relaxed.cif,-0.04338014999984807
acscombsci.5b00188_24205_w_CO2_1_relaxed.cif,-0.25030449000007593
acscombsci.5b00188_24205_w_CO2_2_relaxed.cif,-0.19696619000001192
acscombsci.5b00188_24205_w_CO2_3_relaxed.cif,-0.1735420200000135
acscombsci.5b00188_24205_w_CO2_4_relaxed.cif,-0.17722047999995993
acscombsci.5b00188_24205_w_CO2_5_relaxed.cif,-0.09591528999999355
acscombsci.5b00188_24205_w_CO2_random_1_relaxed.cif,-0.32237820000000283
acscombsci.5b00188_24205_w_CO2_random_2_relaxed.cif,-0.3183452200000261
acscombsci.5b00188_5013797_w_CO2_1_relaxed.cif,-0.34276326999997764
acscombsci.5b00188_5013797_w_CO2_2_relaxed.cif,-0.40925154000001385
acscombsci.5b00188_5013797_w_CO2_3_relaxed.cif,-0.4139905700001236
acscombsci.5b00188_5013797_w_CO2_4_relaxed.cif,-0.3279676700001346
acscombsci.5b00188_5013797_w_CO2_random_1_relaxed.cif,-0.10072293000007448
acscombsci.5b00188_5013797_w_CO2_random_2_relaxed.cif,-0.1750771800000166
acscombsci.5b00188_5020072_w_CO2_1_relaxed.cif,-0.4351773899999216
acscombsci.5b00188_5020072_w_CO2_2_relaxed.cif,-0.6567482899999959
acscombsci.5b00188_5020072_w_CO2_3_relaxed.cif,-0.5929341999999451
acscombsci.5b00188_5020072_w_CO2_random_1_relaxed.cif,-0.35538931999997203
acscombsci.5b00188_5020072_w_CO2_random_2_relaxed.cif,-0.10408657999994375
acscombsci.5b00188_5024922_w_CO2_1_relaxed.cif,-0.7326709899999742
acscombsci.5b00188_5024922_w_CO2_2_relaxed.cif,-0.7165050300000075
acscombsci.5b00188_5024922_w_CO2_3_relaxed.cif,-0.5401302000000214
acscombsci.5b00188_5024922_w_CO2_random_1_relaxed.cif,-0.677123300000062
acscombsci.5b00188_5024922_w_CO2_random_2_relaxed.cif,-0.7115146999999524
acscombsci.5b00188_5036495_w_CO2_1_relaxed.cif,-0.11544335000002093
acscombsci.5b00188_5036495_w_CO2_random_1_relaxed.cif,-0.22332204999997884
acscombsci.5b00188_5036495_w_CO2_random_2_relaxed.cif,-0.1872450799999683
acscombsci.5b00188_5040209_w_CO2_1_relaxed.cif,-0.3867300200000727
acscombsci.5b00188_5040209_w_CO2_2_relaxed.cif,-0.5022388100001081
acscombsci.5b00188_5040209_w_CO2_3_relaxed.cif,-0.48646206000006487
acscombsci.5b00188_5040209_w_CO2_4_relaxed.cif,-0.4029878000000622
acscombsci.5b00188_5040209_w_CO2_random_1_relaxed.cif,-0.3207168600000614
acscombsci.5b00188_5040209_w_CO2_random_2_relaxed.cif,-0.27373796000006223
acscombsci.5b00188_8372_w_CO2_1_relaxed.cif,-0.34284779000000754
acscombsci.5b00188_8372_w_CO2_2_relaxed.cif,-0.24812303000004476
acscombsci.5b00188_8372_w_CO2_3_relaxed.cif,-0.20616514000005282
acscombsci.5b00188_8372_w_CO2_random_1_relaxed.cif,-0.27006290000002764
acscombsci.5b00188_8372_w_CO2_random_2_relaxed.cif,-0.17286916000000474
ACUBAB_w_CO2_1_relaxed.cif,-0.3682136699999887
ACUBAB_w_CO2_2_relaxed.cif,-0.2591137599999911
ACUBAB_w_CO2_3_relaxed.cif,-0.25432577999998784
ACUBAB_w_CO2_4_relaxed.cif,-0.3394731600000114
ACUBAB_w_CO2_random_1_relaxed.cif,-0.32834518999993634
ACUBAB_w_CO2_random_2_relaxed.cif,-0.20802783999999974
ACUTOI_w_CO2_1_relaxed.cif,-0.3826813499999844
ACUTOI_w_CO2_2_relaxed.cif,-0.3621329299999161
ACUTOI_w_CO2_3_relaxed.cif,-0.4032454000000598
ACUTOI_w_CO2_4_relaxed.cif,-0.36147589999995944
ACUTOI_w_CO2_random_1_relaxed.cif,-0.3500017399999251
ACUTOI_w_CO2_random_2_relaxed.cif,-0.28582537000011143
ADABUE_w_CO2_1_relaxed.cif,0.08708659000001262
ADABUE_w_CO2_2_relaxed.cif,-0.1813252800001237
ADABUE_w_CO2_3_relaxed.cif,-0.006344269999999597
ADABUE_w_CO2_4_relaxed.cif,-0.16460490000008576
ADABUE_w_CO2_5_relaxed.cif,-0.17801363000000947
ADABUE_w_CO2_random_1_relaxed.cif,-0.3610849300001746
ADABUE_w_CO2_random_2_relaxed.cif,-0.33917626000004475
ADAXEK_w_CO2_1_relaxed.cif,-0.12611769000000095
ADAXEK_w_CO2_2_relaxed.cif,0.005284719999963272
ADAXEK_w_CO2_4_relaxed.cif,-0.2684832400000232
ADAXEK_w_CO2_5_relaxed.cif,0.1986258499999849
ADAXEK_w_CO2_random_1_relaxed.cif,-0.2796189000000595
ADAXEK_w_CO2_random_2_relaxed.cif,0.0242551999999705
ADAXIO_w_CO2_4_relaxed.cif,-0.0454166100000748
ADIQEL_w_CO2_2_relaxed.cif,-0.28439892000005784
ADIQEL_w_CO2_3_relaxed.cif,-0.28259908000006817
ADIQEL_w_CO2_4_relaxed.cif,-0.2647317000000271
ADIQEL_w_CO2_5_relaxed.cif,-0.34216946000003645
ADIQEL_w_CO2_random_1_relaxed.cif,-0.2929692700000146
ADIQEL_w_CO2_random_2_relaxed.cif,-0.27915554000009024
ADOBAX_charged_w_CO2_2_relaxed.cif,-0.35536240999954316
ADOBAX_charged_w_CO2_3_relaxed.cif,-0.11366651999924215
ADOBAX_charged_w_CO2_4_relaxed.cif,-0.31452943999920535
ADOBAX_charged_w_CO2_5_relaxed.cif,-0.45149318999983734
ADOBAX_charged_w_CO2_random_1_relaxed.cif,-0.4617654999997285
ADOBAX_charged_w_CO2_random_2_relaxed.cif,-0.4558252099996025
ADOBEB_charged_w_CO2_1_relaxed.cif,-0.13440491999972437
ADOBEB_charged_w_CO2_2_relaxed.cif,-0.11414865000006102
ADOBEB_charged_w_CO2_3_relaxed.cif,-0.12155232999975851
ADOBEB_charged_w_CO2_4_relaxed.cif,0.03977009999971415
ADOBEB_charged_w_CO2_5_relaxed.cif,-0.14638632000014695
ADOBEB_charged_w_CO2_random_1_relaxed.cif,0.019400990000121965
ADOBEB_charged_w_CO2_random_2_relaxed.cif,-0.10009379999974044
ADOBOL_charged_w_CO2_1_relaxed.cif,0.203075219999846
ADOBOL_charged_w_CO2_2_relaxed.cif,0.16108867999946597
ADOBOL_charged_w_CO2_3_relaxed.cif,0.1373161599995001
ADOBOL_charged_w_CO2_4_relaxed.cif,0.13917670000000726
ADOBOL_charged_w_CO2_5_relaxed.cif,0.3197902499996417
ADOBOL_charged_w_CO2_random_1_relaxed.cif,0.21568050999985644
ADOBOL_charged_w_CO2_random_2_relaxed.cif,0.2652297899999212
ADOCEC_w_CO2_2_relaxed.cif,-0.45091949000038767
ADOCEC_w_CO2_3_relaxed.cif,-0.32513469000014084
ADOCEC_w_CO2_random_1_relaxed.cif,-0.2234372200002781
ADOCEC_w_CO2_random_2_relaxed.cif,-0.617468510000208
ADODAA_charged_w_CO2_1_relaxed.cif,-0.3653199300003962
ADODAA_charged_w_CO2_2_relaxed.cif,-0.25067594000029203
ADODAA_charged_w_CO2_3_relaxed.cif,-0.22308935000023666
ADODAA_charged_w_CO2_random_1_relaxed.cif,-0.20986751000009463
ADODAA_charged_w_CO2_random_2_relaxed.cif,-0.23392144000035842
ADODII_w_CO2_1_relaxed.cif,-0.28514864999999645
ADODII_w_CO2_2_relaxed.cif,-0.21482121999997617
ADODII_w_CO2_3_relaxed.cif,-0.22554960999991636
ADODII_w_CO2_4_relaxed.cif,-0.2638372399999298
ADODII_w_CO2_random_1_relaxed.cif,-0.29618288999995457
ADODII_w_CO2_random_2_relaxed.cif,-0.24209230999997544
ADODOO_w_CO2_1_relaxed.cif,-0.3939598399999795
ADODOO_w_CO2_2_relaxed.cif,-0.2696857700000237
ADODOO_w_CO2_3_relaxed.cif,-0.3456270700000914
ADODOO_w_CO2_4_relaxed.cif,-0.3106601800000135
ADODOO_w_CO2_random_1_relaxed.cif,-0.3533839699999817
ADODOO_w_CO2_random_2_relaxed.cif,-0.28401184000006197
ADODUU_w_CO2_1_relaxed.cif,-0.2704129999997349
ADODUU_w_CO2_2_relaxed.cif,-0.24249741999983598
ADODUU_w_CO2_3_relaxed.cif,-0.21623126999986653
ADODUU_w_CO2_4_relaxed.cif,-0.2243461699998761
ADODUU_w_CO2_random_1_relaxed.cif,-0.23870916999976544
ADODUU_w_CO2_random_2_relaxed.cif,-0.23732705999987047
ADUWIH_w_CO2_1_relaxed.cif,-0.5634170199996333
ADUWIH_w_CO2_2_relaxed.cif,-0.6149644699999044
ADUWIH_w_CO2_3_relaxed.cif,-0.49246717000005447
ADUWIH_w_CO2_random_1_relaxed.cif,-0.3881279600000198
ADUWIH_w_CO2_random_2_relaxed.cif,-0.5330156499999248
AFEJOK_ion_b_w_CO2_1_relaxed.cif,-0.2551008500001899
AFEJOK_ion_b_w_CO2_2_relaxed.cif,-0.6825646199999937
AFEJOK_ion_b_w_CO2_3_relaxed.cif,-0.23304797000002964
AFEJOK_ion_b_w_CO2_4_relaxed.cif,-0.44100973000013255
AFEJOK_ion_b_w_CO2_random_1_relaxed.cif,-0.6730249400001185
AFEJOK_ion_b_w_CO2_random_2_relaxed.cif,-0.6795669400000861
AFENEE_w_CO2_1_relaxed.cif,-0.40340222999986963
AFENEE_w_CO2_2_relaxed.cif,-0.3814674999998715
AFENEE_w_CO2_3_relaxed.cif,-0.37771794999991926
AFENEE_w_CO2_4_relaxed.cif,-0.2985933999999588
AFENEE_w_CO2_5_relaxed.cif,-0.3208993199999668
AFENEE_w_CO2_random_1_relaxed.cif,-0.3314594499998975
AFENEE_w_CO2_random_2_relaxed.cif,-0.30073473999993894
AFIPAH_w_CO2_1_relaxed.cif,-0.38159544000001233
AFIPAH_w_CO2_2_relaxed.cif,-0.5301021700000206
AFIPAH_w_CO2_3_relaxed.cif,-0.5267131200000108
AFIPAH_w_CO2_4_relaxed.cif,-0.32213294000001724
AFIPAH_w_CO2_random_1_relaxed.cif,-0.37985477000000856
AFIPAH_w_CO2_random_2_relaxed.cif,-0.38370853000003535
AFITEP_w_CO2_1_relaxed.cif,-0.22561558999996123
AFITEP_w_CO2_2_relaxed.cif,-0.30864282999993975
AFITEP_w_CO2_3_relaxed.cif,-0.2711808399999427
AFITEP_w_CO2_4_relaxed.cif,-0.20500326999990648
AFITEP_w_CO2_5_relaxed.cif,-0.32891529999994873
AFITEP_w_CO2_random_1_relaxed.cif,-0.09859327999993184
AFITEP_w_CO2_random_2_relaxed.cif,-0.22630120999997416
AFITUF_w_CO2_1_relaxed.cif,-0.32005158999982086
AFITUF_w_CO2_2_relaxed.cif,-0.36121958000012455
AFITUF_w_CO2_3_relaxed.cif,-0.3820660299998053
AFITUF_w_CO2_4_relaxed.cif,-0.18439247000014802
AFITUF_w_CO2_5_relaxed.cif,-0.19438276999972004
AFITUF_w_CO2_random_1_relaxed.cif,-0.35641407999992225
AFITUF_w_CO2_random_2_relaxed.cif,-0.22856098000011116
AFIXAO_w_CO2_1_relaxed.cif,-0.3384036299999025
AFIXAO_w_CO2_2_relaxed.cif,-0.3396493200002624
AFIXAO_w_CO2_3_relaxed.cif,-0.31584457000008115
AFIXAO_w_CO2_4_relaxed.cif,-0.19068409999999858
AFIXAO_w_CO2_random_1_relaxed.cif,-0.33217587000035564
AFIXAO_w_CO2_random_2_relaxed.cif,-0.3168946699997832
AFOTOF_w_CO2_2_relaxed.cif,-0.2253660700000637
AFOTOF_w_CO2_3_relaxed.cif,-0.24041720000002442
AFOTOF_w_CO2_4_relaxed.cif,9.665746959999865
AFOTOF_w_CO2_5_relaxed.cif,4.771743339999944
AFOTOF_w_CO2_random_1_relaxed.cif,4.634858359999953
AFOTOF_w_CO2_random_2_relaxed.cif,-0.2505283100000497
AFOTUL_w_CO2_1_relaxed.cif,-0.07700259000000642
AFOTUL_w_CO2_2_relaxed.cif,-0.10631718999991335
AFOTUL_w_CO2_3_relaxed.cif,-0.10460205000003953
AFOTUL_w_CO2_5_relaxed.cif,0.023015940000163937
AFOTUL_w_CO2_6_relaxed.cif,0.07653404000006958
AFOTUL_w_CO2_random_1_relaxed.cif,-0.07887460999984341
AFOTUL_w_CO2_random_2_relaxed.cif,-0.041727649999870664
AFOVAT_w_CO2_1_relaxed.cif,-0.03863867999996273
AFOVAT_w_CO2_2_relaxed.cif,-0.12058516999991298
AFOVAT_w_CO2_3_relaxed.cif,-0.06123631999992085
AFOVAT_w_CO2_4_relaxed.cif,-0.05310421999990922
AFOVAT_w_CO2_5_relaxed.cif,-0.11627359999988585
AFOVAT_w_CO2_random_1_relaxed.cif,-0.05189120999989427
AFOVAT_w_CO2_random_2_relaxed.cif,-0.05049994999990304
AFOVEX_w_CO2_1_relaxed.cif,-0.3087703799999417
AFOVEX_w_CO2_2_relaxed.cif,-0.28318862000003264
AFOVEX_w_CO2_3_relaxed.cif,-0.27417751999985285
AFOVEX_w_CO2_4_relaxed.cif,-0.2654389199999514
AFOVEX_w_CO2_5_relaxed.cif,-0.20670633999998245
AFOVEX_w_CO2_6_relaxed.cif,-0.12096426999994492
AFOVEX_w_CO2_random_1_relaxed.cif,-0.1243629799998871
AFOVEX_w_CO2_random_2_relaxed.cif,-0.34032350999996197
AFOVIB_w_CO2_1_relaxed.cif,-0.024069569999937812
AFOVIB_w_CO2_2_relaxed.cif,-0.04033366999988175
AFOVIB_w_CO2_3_relaxed.cif,-0.06719944999997551
AFOVIB_w_CO2_4_relaxed.cif,-0.053239899999880436
AFOVIB_w_CO2_5_relaxed.cif,0.04121831000009024
AFOVIB_w_CO2_6_relaxed.cif,0.04768242000011469
