mof_name,atomic_number_mean,atomic_number_gmean,atomic_number_std,atomic_number_max,atomic_number_min,group_mean,group_gmean,group_std,group_max,group_min,period_mean,period_gmean,period_std,period_max,period_min,electronegativity_mean,electronegativity_gmean,electronegativity_std,electronegativity_max,electronegativity_min,electron_affinity_mean,electron_affinity_gmean,electron_affinity_std,electron_affinity_max,electron_affinity_min,melting_point_mean,melting_point_gmean,melting_point_std,melting_point_max,melting_point_min,boiling_point_mean,boiling_point_gmean,boiling_point_std,boiling_point_max,boiling_point_min,density_mean,density_gmean,density_std,density_max,density_min,ionization_energy_mean,ionization_energy_gmean,ionization_energy_std,ionization_energy_max,ionization_energy_min,energy
ACIBOE_w_CO2,7.693251533742331,5.707231574482946,6.674124825643025,30.0,1.0,12.60122699386503,9.80971625239482,4.95444260860601,16.0,1.0,2.0,1.9005017690359352,0.6646185307460536,4.0,1.0,2.727055214723926,2.6684240804682333,0.5556380652259358,3.44,1.65,1.1146977670490796,,0.5386644688835599,1.461112979,-0.62,1773.0527607361962,360.7226166317873,1832.927891468136,3800.0,14.01,2045.506257668712,493.8539814911269,2049.869655088853,4300.0,20.28,2954.95294117647,2665.583120012508,1696.7956368047348,7140.0,2267.0,12.248274775416244,12.166736358743387,1.388109376789972,13.618055,9.394197,-0.1985048740001274
ACODON_w_CO2,6.5027932960893855,4.135591516557806,9.332094139276167,65.0,1.0,10.525139664804469,6.648374374267335,6.214344943841821,16.0,1.0,1.832402234636872,1.704277586067432,0.7944361938760455,6.0,1.0,2.5808379888268163,2.533318198395151,0.4833228462967374,3.44,1.1,1.1212512647094972,1.0559877812317409,0.3070084715241948,1.461112979,0.131318,1904.7424581005585,329.6656136300113,1858.07816953194,3800.0,14.01,2203.311731843576,439.4533456059139,2101.1448622882867,4300.0,20.28,2498.915789473684,2371.471696747956,1202.5595130313804,8219.0,1823.0,12.223366480363689,12.108696687868694,1.523027630841924,13.618055,5.8638,-0.2127581383333563
ACOGAB_w_CO2,5.344632768361582,3.200844864977656,7.002815172869187,48.0,1.0,9.005649717514125,4.879718270390384,6.664262709349256,17.0,1.0,1.6723163841807909,1.5483764278811,0.7010659772238446,5.0,1.0,2.523898305084746,2.498038170802836,0.3723069792970384,3.44,1.69,0.9112175501977402,,0.6073372307645677,3.3635883,-0.72,1425.5455367231637,161.94033672918818,1810.2540470446847,3800.0,14.01,1622.1853107344634,210.67478090040635,2043.227507840636,4300.0,20.28,2457.537313432836,2359.4547732095766,1086.229811702657,8650.0,2267.0,12.77541559987878,12.704064400121563,1.3268598762939212,14.53413,8.99382,-0.2254596742856977
ACOGEF_w_CO2,5.751412429378531,3.2310011974576653,8.96227566027139,53.0,1.0,9.005649717514125,4.879718270390384,6.664262709349256,17.0,1.0,1.694915254237288,1.5562042888800678,0.7866306024320199,5.0,1.0,2.5171186440677964,2.492012721361192,0.3669975177218241,3.44,1.69,0.9043352504689266,,0.5806472185617486,3.059046537,-0.72,1428.2811299435027,163.31962502728743,1808.5901113507064,3800.0,14.01,1625.019209039548,212.2058568635445,2041.52234392226,4300.0,20.28,2597.394366197183,2459.7523933591115,1200.4383175883954,8650.0,2267.0,12.7446235094833,12.66893023883732,1.3641057269759893,14.53413,8.99382,-0.36283375428567
ACOLIP_w_CO2,4.933333333333334,3.3738295193950067,4.399711390245991,30.0,1.0,9.542857142857144,5.475708845479165,6.469015633410242,16.0,1.0,1.6761904761904762,1.5769564922311472,0.5772717127882567,4.0,1.0,2.537619047619048,2.5083447162677897,0.3973831635648486,3.44,1.65,0.9345339476666664,,0.4757137433831968,1.461112979,-0.62,1658.0594285714285,218.8751731501956,1857.22512167959,3800.0,14.01,1888.6308571428567,284.980915562419,2094.128641719221,4300.0,20.28,2474.36170212766,2380.4195423682195,983.6029173191814,7140.0,2267.0,12.607273512273103,12.53500311186225,1.3344167010305965,14.53413,9.394197,-0.411605002857105
ACUBAB_w_CO2,13.580246913580249,11.573480797129095,8.589203957899224,30.0,6.0,15.061728395061728,14.97002307721476,1.5818857243016249,17.0,12.0,2.567901234567901,2.4599610862159795,0.8002819195378693,4.0,2.0,2.8833333333333333,2.766698527895634,0.7524806711762284,3.44,1.65,0.9948460671728396,,0.910239187962558,3.61272528,-0.62,268.8108641975309,127.1658461889836,467.2097921564867,3800.0,54.8,429.2372839506171,210.51217807469985,608.5373363024693,4300.0,90.2,4771.827586206897,3900.987726168021,2628.4453261086587,7140.0,1823.0,12.274638123456793,12.13128073518624,1.803084345720413,13.618055,9.394197,-0.2929165666666525
ACUTOI_w_CO2,6.876494023904383,4.332027645581777,8.219879535652671,48.0,1.0,10.350597609561753,6.235889096102017,6.462008929413437,16.0,1.0,1.8725099601593624,1.73215618762154,0.7881601924384535,5.0,1.0,2.5927888446215137,2.5184346524880032,0.5755380223533126,3.44,0.93,1.0599831192071716,,0.5113728052732476,2.07710426,-0.72,1409.2395219123505,204.2492285662863,1776.379853076393,3800.0,14.01,1646.6996015936254,288.4719249232442,1985.0126210791875,4300.0,20.28,2605.1946902654868,2322.6594404287976,1701.8216780975042,8650.0,968.0,12.284129118958344,12.093262168356969,1.878809223323068,14.53413,5.13907696,-0.357560448333326
ADABUE_w_CO2,5.917525773195877,4.059105839542363,5.444509393691551,29.0,1.0,10.536082474226804,6.654639064748742,6.146093983249033,16.0,1.0,1.7938144329896908,1.6847999744381337,0.6411674971326272,4.0,1.0,2.614948453608248,2.5816970417132423,0.4239459304936712,3.44,1.9,0.8602682731443299,,0.5319605522867701,1.461112979,-0.07,1449.8181443298968,200.50195778115696,1784.8094488851034,3800.0,14.01,1714.608659793815,265.36159744978374,2038.682439213621,4300.0,20.28,2949.358974358974,2608.965116547018,2018.4450665108584,8920.0,2267.0,12.707576482388207,12.584102517250283,1.6677630781452415,14.53413,7.72638,-0.1633518114286321
ADAXEK_w_CO2,5.796610169491525,4.13952615268785,4.747094244196802,27.0,1.0,10.745762711864408,6.944160238678819,6.07744711217806,16.0,1.0,1.7966101694915255,1.6966769086239732,0.6044933728856612,4.0,1.0,2.6300000000000003,2.592368958957716,0.4596535172629524,3.44,1.88,1.0993610207627118,,0.3519631128057998,1.461112979,-0.07,1815.997627118644,297.7455173956285,1848.525661014276,3800.0,14.01,2102.738983050848,396.0391156279366,2095.018382889046,4300.0,20.28,2724.448275862069,2491.2240912086604,1680.7722893669816,8900.0,2267.0,12.370333382970037,12.276299948391529,1.4599450486768106,14.53413,7.88101,-0.0743423433333608
ADAXIO_w_CO2,5.73568281938326,4.0481544257524655,4.8265697130105405,27.0,1.0,10.56387665198238,6.729981813048205,6.123481125545944,16.0,1.0,1.7885462555066078,1.6856487748372049,0.6149754490437057,4.0,1.0,2.609647577092511,2.5736171956335645,0.449241023219684,3.44,1.88,1.0876482607621147,,0.3533316135170165,1.461112979,-0.07,1836.328810572687,301.0636541149026,1848.81148797794,3800.0,14.01,2126.895154185022,399.0554331011352,2095.6319915177264,4300.0,20.28,2736.592920353982,2497.4698988965847,1701.261981548223,8900.0,2267.0,12.352024160268405,12.25667409306294,1.4690735165493578,14.53413,7.88101,-0.0454166100000748
ADIQEL_w_CO2,5.260273972602739,3.63915160337756,4.511863804840764,27.0,1.0,9.917808219178085,5.938101319888595,6.339165980875018,16.0,1.0,1.726027397260274,1.6229630303861555,0.6027397260273973,4.0,1.0,2.5653424657534254,2.5341184708082274,0.4171333422096118,3.44,1.88,1.0329639925068492,,0.3805569767241916,1.461112979,-0.07,1781.8142465753424,263.5989172224722,1854.492374709939,3800.0,14.01,2054.7693150684936,346.414592760614,2102.03278285785,4300.0,20.28,2646.0285714285715,2451.268375011423,1539.621335370009,8900.0,2267.0,12.438781156066412,12.34885100966313,1.4388084847411335,14.53413,7.88101,-0.291003995000049
ADOBAX_charged_w_CO2,7.783393501805054,5.212457827980195,6.576680060190657,25.0,1.0,10.498194945848375,6.9820640110741135,6.172387884201951,17.0,1.0,2.036101083032491,1.870132543989196,0.869953708817999,4.0,1.0,2.6317328519855594,2.557672492150441,0.6111005879819937,3.44,1.55,1.0302450201191335,,0.5172671644585256,3.61272528,-0.52,1408.8629602888086,225.45829446466203,1680.12217847412,3800.0,14.01,1752.5108303249096,317.6039584564944,1995.445681832526,4300.0,20.28,3495.957264957265,3096.881347892756,1858.618862246048,7470.0,2267.0,12.089122434588187,11.81051719350426,2.312380565780208,14.53413,6.746187,-0.3587737116661931
ADOBEB_charged_w_CO2,7.783393501805054,5.212457827980195,6.576680060190657,25.0,1.0,10.498194945848375,6.9820640110741135,6.172387884201951,17.0,1.0,2.036101083032491,1.870132543989196,0.869953708817999,4.0,1.0,2.6317328519855594,2.557672492150441,0.6111005879819937,3.44,1.55,1.0302450201191335,,0.5172671644585256,3.61272528,-0.52,1408.8629602888086,225.45829446466203,1680.12217847412,3800.0,14.01,1752.5108303249096,317.6039584564944,1995.445681832526,4300.0,20.28,3495.957264957265,3096.881347892756,1858.618862246048,7470.0,2267.0,12.089122434588187,11.81051719350426,2.312380565780208,14.53413,6.746187,-0.0796307042856564
ADOBOL_charged_w_CO2,7.812274368231047,5.218253917172064,6.656133206876373,27.0,1.0,10.527075812274369,7.007448577858105,6.160619937922096,17.0,1.0,2.036101083032491,1.870132543989196,0.869953708817999,4.0,1.0,2.6364981949458484,2.56481130099438,0.6038908239516969,3.44,1.63,1.0473173012743682,,0.4842780366053386,3.61272528,-0.07,1412.4586281588447,225.9530435068109,1680.6204091057598,3800.0,14.01,1765.0162454873646,319.0545595146617,2001.754305659137,4300.0,20.28,3544.846153846154,3115.481880654341,1977.5131175740687,8900.0,2267.0,12.095576903902266,11.820479216477588,2.2999684755681167,14.53413,6.746187,0.2059081871426055
ADOCEC_w_CO2,7.737051792828685,4.96531290221534,6.988506619744304,28.0,1.0,9.96812749003984,6.440767917463957,6.192060531453205,16.0,1.0,2.03187250996016,1.8511813245328776,0.90976337696842,4.0,1.0,2.5559760956175297,2.4902978850134265,0.5756314248520368,3.44,1.63,0.9951966267609562,,0.4302538797558132,1.461112979,-0.07,1551.5244621513946,259.20269596286425,1705.5144304680248,3800.0,14.01,1937.093545816733,360.8229204089934,2026.1000380146104,4300.0,20.28,3545.119658119658,3115.577580424421,1978.25416929461,8908.0,2267.0,11.93920991386824,11.647183774920178,2.370438730476562,14.53413,6.746187,-0.4042399775002536
ADODAA_charged_w_CO2,7.73090909090909,5.4964279532849405,6.968001480202137,29.0,1.0,12.065454545454546,9.003202746664364,5.249700188212247,16.0,1.0,2.0,1.882601008283356,0.7236272269866327,4.0,1.0,2.7054181818181817,2.6603707303708246,0.4930204749909791,3.44,1.9,0.9806204769781818,,0.5328595237122905,1.461112979,-0.07,1483.8682181818183,261.24900005451013,1747.5036873714528,3800.0,14.01,1832.0666181818185,361.137829924197,2015.4315263834192,4300.0,20.28,3586.603305785124,2974.75264364284,2652.9168680434373,8920.0,2267.0,12.428695806493442,12.25565487521966,1.929300303469536,14.53413,7.72638,-0.2565748340002755
ADODII_w_CO2,5.517241379310345,3.542409436547787,7.345515590247127,57.0,1.0,9.689655172413794,5.6218002968175895,6.519749562970387,16.0,1.0,1.7241379310344829,1.604917739443401,0.7379632606562999,6.0,1.0,2.565431034482759,2.521580516590576,0.4707979144794931,3.44,1.1,1.1108514736379311,1.0700028803512036,0.2860188070114535,1.461112979,0.5575462,1771.527586206896,250.46038282902936,1866.661814751884,3800.0,14.01,2052.5120689655178,336.0464695990423,2116.21802776244,4300.0,20.28,2408.0545454545454,2350.7265002524664,726.1227148525195,6146.0,2267.0,12.395393129207584,12.28825929858103,1.469686704334397,13.618055,5.5769,-0.2546053199999581
ADODOO_w_CO2,5.620689655172414,3.548527413343035,8.075778143796672,63.0,1.0,9.689655172413794,5.6218002968175895,6.519749562970387,16.0,1.0,1.7241379310344829,1.604917739443401,0.7379632606562999,6.0,1.0,2.567155172413793,2.5253662209256107,0.465582331017839,3.44,1.2,1.1032408495,1.041448423434698,0.305827216077096,1.461112979,0.11613,1769.9068965517238,250.1062299913425,1867.2041335091933,3800.0,14.01,2019.012068965518,331.83140571127024,2104.538975559123,4300.0,20.28,2375.2545454545457,2337.1983035865223,557.2743805403327,5244.0,2267.0,12.39700493955241,12.291781862181098,1.4622403549113308,13.618055,5.670385,-0.3262214450000253
ADODUU_w_CO2,5.655172413793103,3.550440006297764,8.321247676959745,65.0,1.0,9.689655172413794,5.6218002968175895,6.519749562970387,16.0,1.0,1.7241379310344829,1.604917739443401,0.7379632606562999,6.0,1.0,2.565431034482759,2.521580516590576,0.4707979144794931,3.44,1.1,1.1035027115689655,1.0436577653423356,0.3049872471172037,1.461112979,0.131318,1779.0448275862066,251.80912557160497,1865.1942193659097,3800.0,14.01,2048.374137931035,335.66274020862835,2113.1409032658685,4300.0,20.28,2483.436363636364,2375.703048912697,1114.1743745300846,8219.0,2267.0,12.400339680931722,12.29889213685155,1.447037542126806,13.618055,5.8638,-0.2382540149998248
ADUWIH_w_CO2,5.364653243847875,3.6890905785735946,4.875992762163714,30.0,1.0,10.089485458612977,6.0912834390951,6.318259569359781,16.0,1.0,1.7315436241610738,1.6298034464410818,0.5978807369481902,4.0,1.0,2.560425055928412,2.5254211855273616,0.4384404414167784,3.44,1.65,1.08091068096868,,0.3897768949325237,1.461112979,-0.62,1876.9234899328856,295.98306078549103,1870.9948289114327,3800.0,14.01,2140.61548098434,390.0450602760192,2105.4107391618945,4300.0,20.28,2522.353711790393,2407.4679659885305,1085.8789616847057,7140.0,2267.0,12.35374387551921,12.288593733516189,1.2566980048490404,13.618055,9.394197,-0.5183984539999074
AFEJOK_ion_b_w_CO2,5.872727272727273,4.121403809761943,4.562911930911684,29.0,1.0,10.854545454545455,6.768732757115712,6.41849085014448,17.0,1.0,1.7727272727272727,1.6739149757687402,0.5824570356233216,4.0,1.0,2.7410909090909104,2.676425219898715,0.6329345010699194,3.98,1.9,1.3499059107999998,,0.9850546086620208,3.401189824,-0.07,1470.188636363636,200.50188004988453,1804.9874335586123,3800.0,14.01,1706.1521818181818,270.4793309542511,2043.8605730419183,4300.0,20.28,2527.304347826087,2372.1575101846684,1367.3152187306334,8920.0,1823.0,13.238570347186036,13.044017382776522,2.2943767864664286,17.42282,7.72638,-0.494052508333425
AFENEE_w_CO2,4.8930817610062896,2.8613990984331665,7.248154130638452,47.0,1.0,8.163522012578616,4.24850794774661,6.545317798220659,16.0,1.0,1.6226415094339623,1.495290573005792,0.7326976542999094,5.0,1.0,2.4364150943396226,2.419797620462897,0.2938794580653602,3.44,1.93,0.9016361091383648,,0.4074182071024092,1.461112979,-0.07,1597.90465408805,183.36833804335103,1840.8525599037323,3800.0,14.01,1837.2221383647795,238.28030137638945,2081.6996755229025,4300.0,20.28,2743.695652173913,2477.5420001016737,1921.6216076596809,10490.0,2267.0,12.585491428795876,12.488690534952989,1.4863839838985746,14.53413,7.576234,-0.3448963699999175
AFIPAH_w_CO2,9.66101694915254,6.222763718142531,12.964894150040198,57.0,1.0,12.372881355932204,9.352338679906,5.498530790159346,16.0,1.0,2.135593220338983,1.9613702011961256,1.0963363816133038,6.0,1.0,2.796440677966102,2.6939324590441127,0.6689398714127018,3.44,1.1,1.233173874661017,1.187802263409405,0.2919750510427799,1.461112979,0.5575462,1459.4725423728812,253.76841940463785,1762.793907536011,3800.0,14.01,1826.7701694915247,375.2896764543565,2048.797735054483,4300.0,20.28,2887.64,2659.2188819710286,1422.0648896586963,6146.0,2267.0,12.231026352501967,11.977224126518694,2.106797250785804,13.618055,5.5769,-0.4206844950000175
AFITEP_w_CO2,5.128712871287129,3.634718655982304,4.359270005053948,30.0,1.0,10.07920792079208,6.146121215008144,6.219871012506167,16.0,1.0,1.7227722772277227,1.6278528546983306,0.5649640640668161,4.0,1.0,2.528811881188119,2.5025239216878483,0.3772760292346638,3.44,1.65,1.0308700421089112,,0.4154608675835363,1.461112979,-0.62,2020.1374257425737,347.8624460822927,1872.5620364891265,3800.0,14.01,2298.2217821782187,446.6825514174057,2109.4063268313266,4300.0,20.28,2444.2,2363.576055419344,912.1928304914484,7140.0,2267.0,12.32723401178677,12.260742825858994,1.2796712176861402,14.53413,9.394197,-0.2377503314285149
AFITUF_w_CO2,7.053078556263269,4.48436238742903,7.952309154165569,35.0,1.0,11.0276008492569,7.305189725911023,5.935721004282352,17.0,1.0,1.8980891719745223,1.7674336427933282,0.7417032676692809,4.0,1.0,2.565753715498938,2.5376656247749927,0.3877741682809502,3.44,1.65,1.1790280499639063,,0.6507836214861891,3.3635883,-0.62,2083.3740127388533,437.85972805571646,1852.6643464951608,3800.0,14.01,2373.460552016985,558.6643344988918,2083.481074177276,4300.0,20.28,2487.664150943396,2387.886248271148,1013.214557749542,7140.0,2267.0,12.170359086972908,12.10798136323766,1.23780341675322,14.53413,9.394197,-0.2895839285713788
AFIXAO_w_CO2,5.720116618075802,3.633648021274104,5.885479288783832,27.0,1.0,9.405247813411078,5.511734496726601,6.303007416274307,16.0,1.0,1.7667638483965014,1.6340530372513042,0.7271115984454767,4.0,1.0,2.50795918367347,2.4828538090132914,0.357607744079421,3.44,1.88,0.7399055221253644,,0.5026435190244558,1.461112979,-0.07,1463.5416909620992,191.94340400721728,1770.6826486177845,3800.0,14.01,1729.1626822157436,248.4926832336196,2032.5795144927697,4300.0,20.28,3207.851063829787,2752.3148538226,2314.1876289690376,8900.0,2267.0,12.658582244793704,12.517383490619627,1.7763760679785237,14.53413,7.88101,-0.3056086933333972
AFOTOF_w_CO2,6.265060240963855,3.9703119850501234,9.28022166507878,63.0,1.0,10.313253012048191,6.432483016108768,6.234238363435382,16.0,1.0,1.8072289156626504,1.6806685579699343,0.7984598325677538,6.0,1.0,2.566385542168675,2.523729502444851,0.4611681822514336,3.44,1.2,1.1212023920361447,1.0524417240791528,0.3050670210276925,1.461112979,0.11613,2008.451084337349,356.9868396334927,1864.6058640793408,3800.0,14.01,2292.162891566265,466.2092163621295,2098.7399701154773,4300.0,20.28,2399.311111111111,2353.090784091875,613.5013835797935,5244.0,2267.0,12.199377763769256,12.077869863449717,1.5458082351223132,13.618055,5.670385,3.0593395133332706
AFOTUL_w_CO2,6.240963855421687,3.968781524754165,9.133006949436346,62.0,1.0,10.313253012048191,6.432483016108768,6.234238363435382,16.0,1.0,1.8072289156626504,1.6806685579699343,0.7984598325677538,6.0,1.0,2.5656626506024103,2.522190326235641,0.4633279115974597,3.44,1.17,1.122307693240964,1.060917677802336,0.301485572362138,1.461112979,0.162,2014.378795180722,358.728640515636,1862.0945683188068,3800.0,14.01,2298.8134939759043,467.81456872914646,2097.606836012839,4300.0,20.28,2493.0444444444443,2388.7088085518603,1048.1249704020254,7353.0,2267.0,12.198734992684916,12.07649761425737,1.5485261147467826,13.618055,5.64371,-0.0441391585713485
